orf_name,standard_name,desc
YDL179W,PCL9,Cyclin forms a functional kinase complex with Pho85p cyclin-dependent kinase (Cdk) expressed in late M/early G1 phase activated by Swi5p
YDL182W,LYS20,Homocitrate synthase isozyme catalyzes the condensation of acetyl-CoA and alpha-ketoglutarate to form homocitrate which is the first step in the lysine biosynthesis pathway; highly similar to the other isozyme Lys21p
YDL183C,YDL183C,Mitochondrial inner-membrane protein thought to be involved in the formation of an active mitochondrial K+/H+ exchanger (KHE) system; non-essential gene
YDL184C,RPL41A,Ribosomal protein L47 of the large (60S) ribosomal subunit identical to Rpl41Bp and has similarity to rat L41 ribosomal protein; comprised of only 25 amino acids; rpl41a rpl41b double null mutant is viable
YDL185W,VMA1,Subunit A of the eight-subunit V1 peripheral membrane domain of the vacuolar H+-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI) which is a site-specific endonuclease
YDL188C,PPH22,Catalytic subunit of protein phosphatase 2A (PP2A) functionally redundant with Pph21p; methylated at C terminus; forms alternate complexes with several regulatory subunits; involved in signal transduction and regulation of mitosis
YDL189W,RBS1,Protein of unknown function identified as a high copy suppressor of psk1 psk2 mutations that confer temperature-sensitivity for galactose utilization; proposed to bind single-stranded nucleic acids via its R3H domain
YDL190C,UFD2,Ubiquitin chain assembly factor (E4) that cooperates with a ubiquitin-activating enzyme (E1) a ubiquitin-conjugating enzyme (E2) and a ubiquitin protein ligase (E3) to conjugate ubiquitin to substrates; also functions as an E3
YDL191W,RPL35A,Protein component of the large (60S) ribosomal subunit identical to Rpl35Bp and has similarity to rat L35 ribosomal protein
YDL192W,ARF1,ADP-ribosylation factor GTPase of the Ras superfamily involved in regulation of coated vesicle formation in intracellular trafficking within the Golgi; functionally interchangeable with Arf2p
YDL193W,NUS1,Putative prenyltransferase required for cell viability; proposed to be involved in protein trafficking because tet-repressible mutant shows accumulation of hypoglycosylated forms of CPY
YDL194W,SNF3,Plasma membrane low glucose sensor that regulates glucose transport; contains 12 predicted transmembrane segments and a long C-terminal tail required for induction of hexose transporters; also senses fructose and mannose; similar to Rgt2p
YDL195W,SEC31,Component of the Sec13p-Sec31p complex of the COPII vesicle coat required for vesicle formation in ER to Golgi transport; mutant has increased aneuploidy tolerance
YDL197C,ASF2,Anti-silencing protein that causes derepression of silent loci when overexpressed
YDL198C,GGC1,Mitochondrial GTP/GDP transporter essential for mitochondrial genome maintenance; has a role in mitochondrial iron transport; member of the mitochondrial carrier family
YDL200C,MGT1,DNA repair methyltransferase (6-O-methylguanine-DNA methylase) involved in protection against DNA alkylation damage
YDL201W,TRM8,Subunit of a tRNA methyltransferase complex composed of Trm8p and Trm82p that catalyzes 7-methylguanosine modification of tRNA
YDL203C,ACK1,Protein that functions upstream of Pkc1p in the cell wall integrity pathway; GFP-fusion protein expression is induced in response to the DNA-damaging agent MMS; non-tagged Ack1p is detected in purified mitochondria
YDL204W,RTN2,Protein of unknown function; has similarity to mammalian reticulon proteins; member of the RTNLA (reticulon-like A) subfamily
YDL205C,HEM3,Porphobilinogen deaminase catalyzes the conversion of 4-porphobilinogen to hydroxymethylbilane the third step in heme biosynthesis; localizes to the cytoplasm and nucleus; expression is regulated by Hap2p-Hap3p but not by levels of heme
YDL207W,GLE1,Cytoplasmic nucleoporin required for polyadenylated RNA export; not essential for protein import; contains a nuclear export signal; when bound to inositol hexakisphosphate (IP6) functions as an activator for the ATPase activities of Dbp1p and Dbp5p at the nuclear pore complex during mRNA export
YDL208W,NHP2,Nuclear protein related to mammalian high mobility group (HMG) proteins essential for function of H/ACA-type snoRNPs which are involved in 18S rRNA processing
YDL209C,CWC2,Member of the NineTeen Complex (NTC) that contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2 U5 and U6 snRNAs; binds directly to U6 snRNA; similar to S. pombe Cwf2
YDL210W,UGA4,Permease that serves as a gamma-aminobutyrate (GABA) transport protein involved in the utilization of GABA as a nitrogen source; catalyzes the transport of putrescine and delta-aminolevulinic acid (ALA); localized to the vacuolar membrane
YDL212W,SHR3,Endoplasmic reticulum packaging chaperone required for incorporation of amino acid permeases into COPII coated vesicles for transport to the cell surface
YDL213C,NOP6,rRNA-binding protein required for 40S ribosomal subunit biogenesis; contains an RNA recognition motif (RRM) and has similarity to hydrophilins; NOP6 may be a fungal-specific gene as no homologs have been yet identified in higher eukaryotes
YDL214C,PRR2,Serine/threonine protein kinase that inhibits pheromone induced signalling downstream of MAPK possibly at the level of the Ste12p transcription factor; mutant has increased aneuploidy tolerance
YDL216C,RRI1,Catalytic subunit of the COP9 signalosome (CSN) complex that acts as an isopeptidase in cleaving the ubiquitin-like protein Nedd8 from SCF ubiquitin ligases; metalloendopeptidase involved in the adaptation to pheromone signaling
YDL217C,TIM22,Essential core component of the mitochondrial TIM22 complex involved in insertion of polytopic proteins into the inner membrane; forms the channel through which proteins are imported
YDL219W,DTD1,D-Tyr-tRNA(Tyr) deacylase functions in protein translation may affect nonsense suppression via alteration of the protein synthesis machinery; ubiquitous among eukaryotes
YDL220C,CDC13,Single stranded DNA-binding protein found at TG1-3 telomere G-tails; regulates telomere replication through recruitment of specific sub-complexes but the essential function is telomere capping
YDL222C,FMP45,Integral membrane protein localized to mitochondria (untagged protein); required for sporulation and maintaining sphingolipid content; has sequence similarity to SUR7 and YNL194C
YDL223C,HBT1,Substrate of the Hub1p ubiquitin-like protein that localizes to the shmoo tip (mating projection); mutants are defective for mating projection formation thereby implicating Hbt1p in polarized cell morphogenesis
YDL224C,WHI4,Putative RNA binding protein and partially redundant Whi3p homolog that regulates the cell size requirement for passage through Start and commitment to cell division
YDL225W,SHS1,One of five related septins (Cdc3p Cdc10p Cdc11p Cdc12p Shs1p) that form a cortical filamentous collar at the mother-bud neck which is necessary for normal morphogenesis and cytokinesis
YDL226C,GCS1,ADP-ribosylation factor GTPase activating protein (ARF GAP) involved in ER-Golgi transport; shares functional similarity with Glo3p
YDL227C,HO,Site-specific endonuclease required for gene conversion at the MAT locus (homothallic switching) through the generation of a ds DNA break; expression restricted to mother cells in late G1 as controlled by Swi4p-Swi6p Swi5p and Ash1p
YDL229W,SSB1,Cytoplasmic ATPase that is a ribosome-associated molecular chaperone functions with J-protein partner Zuo1p; may be involved in folding of newly-made polypeptide chains; member of the HSP70 family; interacts with phosphatase subunit Reg1p
YDL230W,PTP1,Phosphotyrosine-specific protein phosphatase that dephosphorylates a broad range of substrates in vivo including Fpr3p; localized to the cytoplasm and the mitochondria; proposed to be a negative regulator of filamentation
YDL231C,BRE4,Zinc finger protein containing five transmembrane domains; null mutant exhibits strongly fragmented vacuoles and sensitivity to brefeldin A a drug which is known to affect intracellular transport
YDL232W,OST4,Subunit of the oligosaccharyltransferase complex of the ER lumen which catalyzes protein asparagine-linked glycosylation; type I membrane protein required for incorporation of Ost3p or Ost6p into the OST complex
YDL234C,GYP7,GTPase-activating protein for yeast Rab family members including: Ypt7p (most effective) Ypt1p Ypt31p and Ypt32p (in vitro); involved in vesicle mediated protein trafficking
YDL235C,YPD1,Phosphorelay intermediate protein phosphorylated by the plasma membrane sensor Sln1p in response to osmotic stress and then in turn phosphorylates the response regulators Ssk1p in the cytosol and Skn7p in the nucleus
YDL236W,PHO13,Alkaline phosphatase specific for p-nitrophenyl phosphate; also has protein phosphatase activity
YDL238C,GUD1,Guanine deaminase a catabolic enzyme of the guanine salvage pathway producing xanthine and ammonia from guanine; activity is low in exponentially-growing cultures but expression is increased in post-diauxic and stationary-phase cultures
YDL239C,ADY3,Protein required for spore wall formation thought to mediate assembly of a Don1p-containing structure at the leading edge of the prospore membrane via interaction with spindle pole body components; potentially phosphorylated by Cdc28p
YDL240W,LRG1,Putative GTPase-activating protein (GAP) involved in the Pkc1p-mediated signaling pathway that controls cell wall integrity; appears to specifically regulate 13-beta-glucan synthesis
YDL244W,THI13,Protein involved in synthesis of the thiamine precursor hydroxymethylpyrimidine (HMP); member of a subtelomeric gene family including THI5 THI11 THI12 and THI13
YDL245C,HXT15,Protein of unknown function with similarity to hexose transporter family members expression is induced by low levels of glucose and repressed by high levels of glucose
YDL247W,MPH2,Alpha-glucoside permease transports maltose maltotriose alpha-methylglucoside and turanose; identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication
YDR001C,NTH1,Neutral trehalase degrades trehalose; required for thermotolerance and may mediate resistance to other cellular stresses; may be phosphorylated by Cdc28p
YDR002W,YRB1,Ran GTPase binding protein; involved in nuclear protein import and RNA export ubiquitin-mediated protein degradation during the cell cycle; shuttles between the nucleus and cytoplasm; is essential; homolog of human RanBP1
YDR003W,RCR2,Vacuolar protein that presumably functions within the endosomal-vacuolar trafficking pathway affecting events that determine whether plasma membrane proteins are degraded or routed to the plasma membrane; similar to Rcr1p
YDR004W,RAD57,Protein that stimulates strand exchange by stabilizing the binding of Rad51p to single-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; forms heterodimer with Rad55p
