"initial_alias","converted_alias","name","description","namespace"
"YDR077W","YDR077W","SED1","Major stress-induced structural GPI-cell wall glycoprotein; associates with translating ribosomes, possible role in mitochondrial genome maintenance; ORF contains two distinct variable minisatellites; SED1 has a paralog, SPI1, that arose from the whole genome duplication [Source:SGD;Acc:S000002484]","ENSG,ENSP"
"YDR079W","YDR079W","PET100","Chaperone that facilitates the assembly of cytochrome c oxidase; integral to the mitochondrial inner membrane; interacts with a subcomplex of subunits VII, VIIa, and VIII (Cox7p, Cox9p, and Cox8p) but not with the holoenzyme [Source:SGD;Acc:S000002486]","ENSG,ENSP"
"YDR080W","YDR080W","VPS41","Subunit of the HOPS endocytic tethering complex; vacuole membrane protein that functions as a Rab GTPase effector, interacting specifically with the GTP-bound conformation of Ypt7p, facilitating tethering, docking and promoting membrane fusion events at the late endosome and vacuole; required for both membrane and protein trafficking; Yck3p-mediated phosphorylation regulates the organization of vacuolar fusion sites [Source:SGD;Acc:S000002487]","ENSG,ENSP"
"YDR081C","YDR081C","PDC2","Transcription factor for thiamine-regulated genes; required for expression of the two isoforms of pyruvate decarboxylase (PDC1 and PDC5) along with thiamine biosynthetic genes; binds a DNA sequence in the PDC5 promoter; mutant fails to grow on 2% glucose and thus is scored as inviable under standard conditions [Source:SGD;Acc:S000002488]","ENSG,ENSP"
"YDR083W","YDR083W","RRP8","Nucleolar S-adenosylmethionine-dependent rRNA methyltransferase; methylates adenine (m1A) of the large subunit (LSU) rRNA at position 645; involved in pre-rRNA cleavage at site A2; mutation is synthetically lethal with a gar1 mutation; deletion disrupts telomere maintenance by influencing the expression of neighboring gene STN1 [Source:SGD;Acc:S000002490]","ENSG,ENSP"
"YDR084C","YDR084C","TVP23","Integral membrane protein; localized to late Golgi vesicles along with the v-SNARE Tlg2p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern [Source:SGD;Acc:S000002491]","ENSG,ENSP"
"YDR085C","YDR085C","AFR1","Protein required for pheromone-induced projection (shmoo) formation; regulates septin architecture during mating; has an RVXF motif that mediates targeting of Glc7p to mating projections; interacts with Cdc12p; AFR1 has a paralog, YER158C, that arose from the whole genome duplication [Source:SGD;Acc:S000002492]","ENSG,ENSP"
"YDR086C","YDR086C","SSS1","Subunit of the Sec61p translocation complex (Sec61p-Sss1p-Sbh1p); this complex forms a channel for passage of secretory proteins through the endoplasmic reticulum membrane, and of the Ssh1p complex (Ssh1p-Sbh2p-Sss1p); interacts with Ost4p and Wbp1p [Source:SGD;Acc:S000002493]","ENSG,ENSP"
"YDR087C","YDR087C","RRP1","Essential evolutionarily conserved nucleolar protein; necessary for biogenesis of 60S ribosomal subunits and for processing of pre-rRNAs to mature rRNA; associated with several distinct 66S pre-ribosomal particles [Source:SGD;Acc:S000002494]","ENSG,ENSP"
"YDR088C","YDR088C","SLU7","RNA splicing factor; required for ATP-independent portion of 2nd catalytic step of spliceosomal RNA splicing; interacts with Prp18p; contains zinc knuckle domain [Source:SGD;Acc:S000002495]","ENSG,ENSP"
"YDR089W","YDR089W","VTC5","Novel subunit of the vacuolar transporter chaperone complex; vacuolar transmembrane protein that regulates biosynthesis of polyphosphate; deletion reduces and overexpression increases polyP accumulation; SPX domain (Syg1, Pho81, Xpr1)-containing protein involved in phosphate homeostasis; relocalizes from vacuole to cytoplasm upon DNA replication stress [Source:SGD;Acc:S000002496]","ENSG,ENSP"
"YDR090C","YDR090C","YDR090C","Putative protein of unknown function [Source:SGD;Acc:S000002497]","ENSG,ENSP"
"YDR092W","YDR092W","UBC13","E2 ubiquitin-conjugating enzyme; involved in the error-free DNA postreplication repair pathway; interacts with Mms2p to assemble ubiquitin chains at the Ub Lys-63 residue; DNA damage triggers redistribution from the cytoplasm to the nucleus [Source:SGD;Acc:S000002499]","ENSG,ENSP"
"YDR096W","YDR096W","GIS1","Histone demethylase and transcription factor; regulates genes during nutrient limitation; activity modulated by proteasome-mediated proteolysis; has JmjC and JmjN domain in N-terminus that interact, promoting stability and proper transcriptional activity; contains two transactivating domains downstream of Jmj domains and a C-terminal DNA binding domain; relocalizes to the cytosol in response to hypoxia; GIS1 has a paralog, RPH1, that arose from the whole genome duplication [Source:SGD;Acc:S000002503]","ENSG,ENSP"
"YDR097C","YDR097C","MSH6","Protein required for mismatch repair in mitosis and meiosis; forms a complex with Msh2p to repair both single-base & insertion-deletion mispairs; also involved in interstrand cross-link repair; potentially phosphorylated by Cdc28p [Source:SGD;Acc:S000002504]","ENSG,ENSP"
"YDR099W","YDR099W","BMH2","14-3-3 protein, minor isoform; controls proteome at post-transcriptional level, binds proteins and DNA, involved in regulation of many processes including exocytosis, vesicle transport, Ras/MAPK signaling, and rapamycin-sensitive signaling; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress; abundance relative to Bmh1p increases during sporulation [Source:SGD;Acc:S000002506]","ENSG,ENSP"
"YDR100W","YDR100W","TVP15","Integral membrane protein; localized to late Golgi vesicles along with the v-SNARE Tlg2p [Source:SGD;Acc:S000002507]","ENSG,ENSP"
"YDR101C","YDR101C","ARX1","Nuclear export factor for the ribosomal pre-60S subunit; shuttling factor which directly binds FG rich nucleoporins and facilities translocation through the nuclear pore complex; interacts directly with Alb1p; responsible for Tif6p recycling defects in the absence of Rei1; associated with the ribosomal export complex [Source:SGD;Acc:S000002508]","ENSG,ENSP"
"YDR103W","YDR103W","STE5","Pheromone-responsive MAPK scaffold protein; couples activation of the G-protein-coupled pheromone receptor to MAPK activation; intramolecular interaction of PH and VWA domains blocks activation of assembled signaling cascade components (Ste11p, Ste7p and Fus3p) under basal conditions; Gbeta-gamma (Ste4p-Ste18p)-dependent docking at the plasma membrane and binding of PI(4,5)P2 by the PH domain relieves autoinhibition, resulting in pheromone-dependent pathway activation [Source:SGD;Acc:S000002510]","ENSG,ENSP"
"YDR104C","YDR104C","SPO71","Meiosis-specific protein required for prospore membrane morphogenesis; localizes to the prospore membrane (PSM) during sporulation; required for PSM elongation and closure; genetically antagonistic to SPO1; recruits Vps13p to the PSM during sporulation; interacts and functions cooperatively with Spo73p; mutants have defects in the PSM, aberrant spore wall formation and reduced PtdIns-phosphate pools in the PSM; contains three PH-like domains [Source:SGD;Acc:S000002511]","ENSG,ENSP"
"YDR106W","YDR106W","ARP10","Component of the dynactin complex; localized to the pointed end of the Arp1p filament; may regulate membrane association of the complex [Source:SGD;Acc:S000002513]","ENSG,ENSP"
"YDR108W","YDR108W","TRS85","Component of transport protein particle (TRAPP) complex III; TRAPPIII is a multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p, regulating endosome-Golgi traffic and required for membrane expansion during autophagy and the CVT pathway; directs Ypt1p to the PAS; late post-replication meiotic role [Source:SGD;Acc:S000002515]","ENSG,ENSP"
"YDR110W","YDR110W","FOB1","Nucleolar protein that binds the rDNA replication fork barrier site; required for replication fork blocking, recombinational hotspot activity, condensin recruitment to replication fork barrier (RFB), and rDNA repeat segregation; related to retroviral integrases [Source:SGD;Acc:S000002517]","ENSG,ENSP"
"YDR111C","YDR111C","ALT2","Catalytically inactive alanine transaminase; expression is repressed in the presence of alanine and repression is mediated by Nrg1p; ALT2 has a paralog, ALT1, that arose from the whole genome duplication [Source:SGD;Acc:S000002518]","ENSG,ENSP"
"YDR112W","YDR112W","IRC2","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ALT2/YDR111C; null mutant displays increased levels of spontaneous Rad52p foci [Source:SGD;Acc:S000002519]","ENSG,ENSP"
"YDR115W","YDR115W","MRX14","Putative mitochondrial ribosomal protein of the large subunit; similar to E. coli L34 ribosomal protein; required for respiratory growth, as are most mitochondrial ribosomal proteins; protein increases in abundance and relocalizes to the plasma membrane upon DNA replication stress [Source:SGD;Acc:S000002522]","ENSG,ENSP"
"YDR118W","YDR118W","APC4","Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition; component of the platform domain of the APC/C, based on structural analysis; relative distribution to the nucleus increases upon DNA replication stress [Source:SGD;Acc:S000002525]","ENSG,ENSP"
"YDR119W","YDR119W","VBA4","Protein of unknown function; proposed role as a basic amino acid permease based on phylogeny; GFP-fusion protein localizes to vacuolar membrane; physical interaction with Atg27p suggests a possible role in autophagy; non-essential gene [Source:SGD;Acc:S000002526]","ENSG,ENSP"
"YDR121W","YDR121W","DPB4","Subunit of DNA pol epsilon and of ISW2 chromatin accessibility complex; involved in both chromosomal DNA replication and inheritance of telomeric silencing; stabilizes the interaction of Pol epsilon with primer-template DNA, positively affecting the processivity of the polymerase and exonuclease activities of Pol epsilon; interacts with extranucleosomal DNA and acts as anchor point for ISW2 complex that retains its position on DNA during nucleosome mobilization [Source:SGD;Acc:S000002528]","ENSG,ENSP"
"YDR122W","YDR122W","KIN1","Serine/threonine protein kinase involved in regulation of exocytosis; localizes to the cytoplasmic face of the plasma membrane; KIN1 has a paralog, KIN2, that arose from the whole genome duplication [Source:SGD;Acc:S000002529]","ENSG,ENSP"
"YDR123C","YDR123C","INO2","Transcription factor; component of the heteromeric Ino2p/Ino4p basic helix-loop-helix transcription activator that binds inositol/choline-responsive elements (ICREs), required for derepression of phospholipid biosynthetic genes in response to inositol depletion; involved in diauxic shift [Source:SGD;Acc:S000002530]","ENSG,ENSP"
"YDR124W","YDR124W","YDR124W","Putative protein of unknown function; non-essential gene; expression is strongly induced by alpha factor [Source:SGD;Acc:S000002531]","ENSG,ENSP"
"YDR126W","YDR126W","SWF1","Palmitoyltransferase that acts on transmembrane proteins; including the SNAREs Snc1p, Syn8p, Tlg1p and likely all SNAREs; contains an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain; may have a role in vacuole fusion [Source:SGD;Acc:S000002533]","ENSG,ENSP"
"YDR127W","YDR127W","ARO1","Pentafunctional arom protein; catalyzes steps 2 through 6 in the biosynthesis of chorismate, which is a precursor to aromatic amino acids [Source:SGD;Acc:S000002534]","ENSG,ENSP"
"YDR128W","YDR128W","MTC5","Subunit of SEACAT, a subcomplex of the SEA complex; Mtc1p, along with Rtc1p and Sea4p, redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex, a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation, thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; relative distribution to the vacuolar membrane decreases upon DNA replication stress [Source:SGD;Acc:S000002535]","ENSG,ENSP"
"YDR129C","YDR129C","SAC6","Fimbrin, actin-bundling protein; cooperates with Scp1p in organization and maintenance of the actin cytoskeleton; phosphorylated by Cdc28p/Clb2p in metaphase on T103, to regulate conformation, and modulate actin filament binding affinity and actin cable dynamics; relocalizes from the plasma membrane to the cytoplasm upon DNA replication stress; human homologs PLS3 and LCP1 implicated in spinocerebellar ataxia type 2 (SCA2) can each complement yeast null mutant [Source:SGD;Acc:S000002536]","ENSG,ENSP"
"YDR130C","YDR130C","FIN1","Spindle pole body-related intermediate filament protein; forms cell cycle-specific filaments between spindle pole bodies in dividing cells; localizes to poles and microtubules of spindle during anaphase and contributes to spindle stability; involved in Glc7p localization and regulation; relative distribution to the nucleus increases upon DNA replication stress [Source:SGD;Acc:S000002537]","ENSG,ENSP"
"YDR131C","YDR131C","YDR131C","F-box protein subunit of SCF ubiquitin ligase complex; substrate-specific adaptor subunit that recruits substrates to a core ubiquitination complex [Source:SGD;Acc:S000002538]","ENSG,ENSP"
"YDR132C","YDR132C","YDR132C","Protein of unknown function; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress; YDR132C has a paralog, YLR108C, that arose from the whole genome duplication [Source:SGD;Acc:S000002539]","ENSG,ENSP"
